BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
549786,MASTERCARD,DEBIT,STANDARD,EMIRATES NATIONAL BANK OF DUBAI S.A.E,,,EG,EGY,EGYPT
549790,MASTERCARD,DEBIT,STANDARD,EMIRATES NATIONAL BANK OF DUBAI S.A.E,,,EG,EGY,EGYPT
549791,MASTERCARD,DEBIT,STANDARD,CSCBANK SAL,,,LB,LBN,LEBANON
549799,MASTERCARD,CREDIT,WORLD ELITE,SAUDI AWWAL BANK,,,SA,SAU,SAUDI ARABIA
549814,MASTERCARD,DEBIT,PREPAID,"EGYPTIAN BANKS CO. FOR TECHNOLOGICAL ADVANCEMENT, S.A.E.",,,EG,EGY,EGYPT
549816,MASTERCARD,CREDIT,CORPORATE,HSBC BANK MIDDLE EAST,+974 4441 6663 A851+A851,http://www.hsbc.ae,QA,QAT,QATAR
549819,MASTERCARD,CREDIT,PLATINUM,FRANSABANK SAL,,,LB,LBN,LEBANON
549836,MASTERCARD,CREDIT,WORLD ELITE,BANKMED SAL,,,LB,LBN,LEBANON
549838,MASTERCARD,CREDIT,WORLD,COMMERCIAL BANK OF DUBAI,+97126268400,http://www.cbd.ae,AE,ARE,UNITED ARAB EMIRATES
549860,MASTERCARD,CREDIT,PLATINUM,AREEBA S.A.L,,,JO,JOR,JORDAN
549876,MASTERCARD,CREDIT,GOLD,CSCBANK S.A.L.,961) 1 742 555,http://www.ccm.com.lb,IQ,IRQ,IRAQ
549908,MASTERCARD,CREDIT,TITANIUM,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
549914,MASTERCARD,CREDIT,WORLD ELITE,SOCIETE GENERALE DE BANQUE AU LIBAN S.A.L.,1274477777,http://www.sgbl.com.lb,LB,LBN,LEBANON
549923,MASTERCARD,CREDIT,WORLD ELITE,CAIRO AMMAN BANK PLC,,,JO,JOR,JORDAN
549954,MASTERCARD,CREDIT,STANDARD,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
549961,MASTERCARD,CREDIT,GOLD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
549962,MASTERCARD,CREDIT,STANDARD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
549963,MASTERCARD,CREDIT,TITANIUM,AL-RAJHI BANKING AND INVESTMENT CORPORATION,,,SA,SAU,SAUDI ARABIA
549964,MASTERCARD,CREDIT,TITANIUM,AL-RAJHI BANKING AND INVESTMENT CORPORATION,,,SA,SAU,SAUDI ARABIA
549990,MASTERCARD,CREDIT,PLATINUM,SHARJAH ISLAMIC BANK PJSC,+97165999999,http://www.sib.ae,AE,ARE,UNITED ARAB EMIRATES
550002,MASTERCARD,CREDIT,TITANIUM,BANK ALJAZIRA,,,SA,SAU,SAUDI ARABIA
550023,MASTERCARD,CREDIT,GOLD,"BANK OF BEIRUT, S.A.L.",,,LB,LBN,LEBANON
550043,MASTERCARD,DEBIT,PREPAID,NOOR BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
550061,MASTERCARD,CREDIT,PLATINUM,NATIONAL BANK OF OMAN (SAOG),,,OM,OMN,OMAN
550110,MASTERCARD,DEBIT,PREPAID RELOADABLE,LARI EXCHANGE,,,AE,ARE,UNITED ARAB EMIRATES
550119,MASTERCARD,DEBIT,STANDARD,NETWORK INTERNATIONAL PAYMENT SERVICES,,,EG,EGY,EGYPT
550126,MASTERCARD,CREDIT,CORPORATE,MASHREQ BANK,+97143632250,http://www.mashreqbank.com,AE,ARE,UNITED ARAB EMIRATES
550134,MASTERCARD,DEBIT,PREPAID,DUBAI ISLAMIC BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
550136,MASTERCARD,DEBIT,PREPAID,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,JO,JOR,JORDAN
550156,MASTERCARD,DEBIT,PREPAID,NOOR BANK PJSC,,,AE,ARE,UNITED ARAB EMIRATES
550228,MASTERCARD,CREDIT,GOLD,UNITED BANK S.E.A.,,,EG,EGY,EGYPT
550254,MASTERCARD,CREDIT,GOLD,BANK NIZWA SAOG,,,OM,OMN,OMAN
550263,MASTERCARD,DEBIT,PREPAID,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,JO,JOR,JORDAN
550304,MASTERCARD,CREDIT,,NATIONAL BANK OF OMAN LTD. (S.A.O.G.),,,OM,OMN,OMAN
550309,MASTERCARD,CREDIT,,,,,LB,LBN,LEBANON
550368,MASTERCARD,DEBIT,WORLD ELITE,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
550445,MASTERCARD,DEBIT,PREPAID RELOADABLE,TULAN BEST MARKETING COMPANY,,,JO,JOR,JORDAN
550483,MASTERCARD,DEBIT,PREPAID RELOADABLE,CAIRO AMMAN BANK PLC,,,JO,JOR,JORDAN
550496,MASTERCARD,DEBIT,PREPAID,FRANSABANK SAL,,,LB,LBN,LEBANON
550506,MASTERCARD,CREDIT,,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
550576,MASTERCARD,DEBIT,,"ISRAEL CREDIT CARDS, LTD.",360-378-2265,http://www.cal-intl.com,IL,ISR,ISRAEL
550579,MASTERCARD,CREDIT,PLATINUM,CSCBANK SAL,,,IQ,IRQ,IRAQ
550609,MASTERCARD,DEBIT,,"ISRAEL CREDIT CARDS, LTD.",360-378-2265,http://www.cal-intl.com,IL,ISR,ISRAEL
550612,MASTERCARD,DEBIT,,"ISRAEL CREDIT CARDS, LTD.",360-378-2265,http://www.cal-intl.com,IL,ISR,ISRAEL
550766,MASTERCARD,DEBIT,PREPAID RELOADABLE,THE NATIONAL BANK PLC,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
550869,MASTERCARD,CREDIT,WORLD,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
550902,MASTERCARD,DEBIT,PREPAID,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
550961,MASTERCARD,DEBIT,PREPAID,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
550976,MASTERCARD,DEBIT,PREPAID,MAWARID FINANCE PJSC,,,AE,ARE,UNITED ARAB EMIRATES
550990,MASTERCARD,DEBIT,PREPAID RELOADABLE,MAWARID FINANCE PJSC,,,AE,ARE,UNITED ARAB EMIRATES
551034,MASTERCARD,DEBIT,STANDARD,SHARJAH ISLAMIC BANK PJSC,+97165999999,http://www.sib.ae,AE,ARE,UNITED ARAB EMIRATES
551090,MASTERCARD,DEBIT,PREPAID,AL HULOOL FOR MOBILE PAYMENTS,,,JO,JOR,JORDAN
551230,MASTERCARD,DEBIT,BUSINESS,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
551268,MASTERCARD,DEBIT,PLATINUM,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
551347,MASTERCARD,DEBIT,STANDARD,JORDAN KUWAIT BANK,,http://www.jordan-kuwait-bank.com,JO,JOR,JORDAN
551592,MASTERCARD,DEBIT,STANDARD,SYRIA GULF BANK,,,SY,SYR,SYRIAN ARAB REPUBLIC
551651,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,PAYMENT INTERNATIONAL ENTERPRISE BSC,,,BH,BHR,BAHRAIN
551774,MASTERCARD,DEBIT,BUSINESS,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
551882,MASTERCARD,DEBIT,,ALINMA BANK,,,SA,SAU,SAUDI ARABIA
551969,MASTERCARD,DEBIT,PREPAID WORLD,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
552006,MASTERCARD,CREDIT,PLATINUM,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
552007,MASTERCARD,CREDIT,TITANIUM,GULF BANK K.S.C.,,http://www.gulfbank.com,KW,KWT,KUWAIT
552009,MASTERCARD,CREDIT,PLATINUM,CSCBANK SAL,,,LB,LBN,LEBANON
552012,MASTERCARD,CREDIT,PLATINUM,BANQUE SAUDI FRANSI,966 1 289 9999 OR 966 1 874 4000,http://www.alfransi.com.sa,SA,SAU,SAUDI ARABIA
552029,MASTERCARD,CREDIT,PLATINUM,BANK MUSCAT (SAOG),,,OM,OMN,OMAN
552035,MASTERCARD,DEBIT,STANDARD,ISRACARD LTD.,,,IL,ISR,ISRAEL
552045,MASTERCARD,CREDIT,PLATINUM,FRANSABANK SAL,,,LB,LBN,LEBANON
552050,MASTERCARD,CREDIT,TITANIUM,NATIONAL BANK OF KUWAIT (S.A.K.),,,KW,KWT,KUWAIT
552056,MASTERCARD,CREDIT,PLATINUM,CSCBANK SAL,,,LB,LBN,LEBANON
552062,MASTERCARD,CREDIT,PLATINUM,SOCIETE GENERALE DE BANQUE AU LIBAN S.A.L.,1274477777,http://www.sgbl.com.lb,LB,LBN,LEBANON
552067,MASTERCARD,CREDIT,WORLD,HSBC BANK MIDDLE EAST,+974 4441 6663 A851+A851,http://www.hsbc.ae,QA,QAT,QATAR
552075,MASTERCARD,CREDIT,PLATINUM,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
552077,MASTERCARD,CREDIT,WORLD ELITE,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
552078,MASTERCARD,CREDIT,PLATINUM,GULF BANK K.S.C.,,http://www.gulfbank.com,KW,KWT,KUWAIT
552089,MASTERCARD,CREDIT,PLATINUM,SAMBA FINANCIAL GROUP,+9668001242000,http://www.samba.com,SA,SAU,SAUDI ARABIA
552102,MASTERCARD,CREDIT,WORLD,HSBC BANK MIDDLE EAST,+97142241000,http://www.hsbc.ae,AE,ARE,UNITED ARAB EMIRATES
552104,MASTERCARD,CREDIT,WORLD,HSBC BANK MIDDLE EAST,+96880074722,http://www.hsbc.ae,OM,OMN,OMAN
552105,MASTERCARD,CREDIT,,,,,JO,JOR,JORDAN
552107,MASTERCARD,CREDIT,WORLD,HSBC BANK MIDDLE EAST,+97317569999,http://www.hsbc.ae,BH,BHR,BAHRAIN
552108,MASTERCARD,CREDIT,WORLD,BLOM BANK SAL,,,LB,LBN,LEBANON
552110,MASTERCARD,CREDIT,PLATINUM,CREDIMAX BSC (CLOSED),,,BH,BHR,BAHRAIN
552113,MASTERCARD,CREDIT,PLATINUM,QATAR NATIONAL BANK,+97444622724,http://www.qnb.com.qa,QA,QAT,QATAR
552119,MASTERCARD,DEBIT,WORLD,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
552173,MASTERCARD,DEBIT,PREPAID,SOCIETE ARABE INTERNATIONALE DE BANQUE,,,EG,EGY,EGYPT
552174,MASTERCARD,DEBIT,PREPAID,CAIRO AMMAN BANK PLC,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
552176,MASTERCARD,CREDIT,PLATINUM,BANK LEUMI LE-ISRAEL BM,,,IL,ISR,ISRAEL
552177,MASTERCARD,CREDIT,PLATINUM,"MAX IT FINANCE, LTD.",,,IL,ISR,ISRAEL
552183,MASTERCARD,CREDIT,PLATINUM,ISRAEL CREDIT CARDS LTD.,,,IL,ISR,ISRAEL
552184,MASTERCARD,CREDIT,PLATINUM,ISRAEL CREDIT CARDS LTD.,,,IL,ISR,ISRAEL
552190,MASTERCARD,CREDIT,PLATINUM,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,OM,OMN,OMAN
552191,MASTERCARD,CREDIT,PLATINUM,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
552192,MASTERCARD,CREDIT,PLATINUM,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
552250,MASTERCARD,CREDIT,WORLD,SAMBA FINANCIAL GROUP,+9668001242000,http://www.samba.com,SA,SAU,SAUDI ARABIA
552258,MASTERCARD,CREDIT,WORLD,AREEBA S.A.L,,,LB,LBN,LEBANON
552261,MASTERCARD,CREDIT,WORLD,CAPITAL BANK OF JORDAN,,,JO,JOR,JORDAN
552272,MASTERCARD,CREDIT,TITANIUM,AHLI UNITED BANK,+9651802000,http://www.ahliunited.com.kw,KW,KWT,KUWAIT
552275,MASTERCARD,CREDIT,WORLD,BANK AUDI S.A.L.,,,LB,LBN,LEBANON
552277,MASTERCARD,CREDIT,WORLD,NATIONAL BANK OF KUWAIT (S.A.K.),,,KW,KWT,KUWAIT
552278,MASTERCARD,CREDIT,WORLD,FINANCE HOUSE L.L.C.,,,AE,ARE,UNITED ARAB EMIRATES
552281,MASTERCARD,CREDIT,WORLD,JORDAN KUWAIT BANK,,http://www.jordan-kuwait-bank.com,JO,JOR,JORDAN
552291,MASTERCARD,CREDIT,WORLD,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
552295,MASTERCARD,CREDIT,WORLD,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,OM,OMN,OMAN
552296,MASTERCARD,CREDIT,WORLD ELITE,STANDARD CHARTERED BANK,+97317531532,https://www.sc.com,BH,BHR,BAHRAIN
552299,MASTERCARD,CREDIT,WORLD ELITE,"BURGAN BANK, S.A.K.",+9651804080,http://www.burgan.com,KW,KWT,KUWAIT
552304,MASTERCARD,CREDIT,WORLD BUSINESS,AREEBA S.A.L,,,LB,LBN,LEBANON
552307,MASTERCARD,CREDIT,WORLD BUSINESS,GULF INTERNATIONAL BANK BSC,,,BH,BHR,BAHRAIN
552340,MASTERCARD,CREDIT,WORLD ELITE,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
552346,MASTERCARD,CREDIT,WORLD ELITE,ARAB BANK PLC,4600900,http://www.arabbank.jo,JO,JOR,JORDAN
552347,MASTERCARD,CREDIT,WORLD,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,AE,ARE,UNITED ARAB EMIRATES
552348,MASTERCARD,CREDIT,WORLD,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,QA,QAT,QATAR
552349,MASTERCARD,CREDIT,WORLD ELITE,ARAB BANK PLC,+97317541000,http://www.arabbank.jo,BH,BHR,BAHRAIN
552360,MASTERCARD,CREDIT,WORLD,BANQUE SAUDI FRANSI,966 1 289 9999 OR 966 1 874 4000,http://www.alfransi.com.sa,SA,SAU,SAUDI ARABIA
552362,MASTERCARD,CREDIT,WORLD ELITE,FIRST ABU DHABI BANK PJSC,+20225204375,https://www.bankfab.com,EG,EGY,EGYPT
552363,MASTERCARD,CREDIT,WORLD,ALINMA BANK,,,SA,SAU,SAUDI ARABIA
552369,MASTERCARD,CREDIT,WORLD,CSCBANK SAL,,,LB,LBN,LEBANON
552370,MASTERCARD,CREDIT,WORLD,SHARJAH ISLAMIC BANK PJSC,+97165999999,http://www.sib.ae,AE,ARE,UNITED ARAB EMIRATES
552375,MASTERCARD,CREDIT,WORLD,ALAWWAL BANK,,,SA,SAU,SAUDI ARABIA
552381,MASTERCARD,CREDIT,WORLD,STANDARD CHARTERED BANK,+971600522288,https://www.sc.com,AE,ARE,UNITED ARAB EMIRATES
552383,MASTERCARD,CREDIT,WORLD,BAHRAIN COMMERCIAL FACILITIES COMPANY BSC,,,BH,BHR,BAHRAIN
552384,MASTERCARD,CREDIT,WORLD,SAUDI INVESTMENT BANK,,,SA,SAU,SAUDI ARABIA
552392,MASTERCARD,CREDIT,PLATINUM,COMMERCIAL BANK INTERNATIONAL,+97142275265,http://www.cbiuae.com,AE,ARE,UNITED ARAB EMIRATES
552400,MASTERCARD,CREDIT,WORLD ELITE,COMMERCIAL BANK OF QATAR Q.S.C,,,QA,QAT,QATAR
552425,MASTERCARD,CREDIT,WORLD,NATIONAL BANK OF KUWAIT (S.A.K.),,,EG,EGY,EGYPT
552435,MASTERCARD,CREDIT,WORLD ELITE EXCLUSIVE,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
552438,MASTERCARD,CREDIT,WORLD,ALAWWAL BANK,,,SA,SAU,SAUDI ARABIA
552442,MASTERCARD,CREDIT,WORLD ELITE,JORDAN KUWAIT BANK,,http://www.jordan-kuwait-bank.com,JO,JOR,JORDAN
552444,MASTERCARD,CREDIT,WORLD ELITE,BANQUE SAUDI FRANSI,966 1 289 9999 OR 966 1 874 4000,http://www.alfransi.com.sa,SA,SAU,SAUDI ARABIA
552467,MASTERCARD,CREDIT,WORLD,QATAR NATIONAL BANK,+97444622724,http://www.qnb.com.qa,QA,QAT,QATAR
552469,MASTERCARD,CREDIT,WORLD,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
552512,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,WARBA BANK K.S.C,,,KW,KWT,KUWAIT
552517,MASTERCARD,CREDIT,STANDARD,BANK LEUMI LE-ISRAEL BM,,,IL,ISR,ISRAEL
552526,MASTERCARD,DEBIT,GOLD,QATAR NATIONAL BANK AL-AHLI S.A.E,,,EG,EGY,EGYPT
552555,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,EMIRATES NBD,+971800456,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
552563,MASTERCARD,CREDIT,B2B,HSBC BANK MIDDLE EAST,+97142241000,http://www.hsbc.ae,AE,ARE,UNITED ARAB EMIRATES
552566,MASTERCARD,CREDIT,CORPORATE,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
552577,MASTERCARD,CREDIT,CORPORATE EXECUTIVE,FIRST ABU DHABI BANK PJSC,+971600525500,https://www.bankfab.com,AE,ARE,UNITED ARAB EMIRATES
552601,MASTERCARD,DEBIT,WORLD ELITE,COMMERCIAL BANK OF DUBAI,+97126268400,http://www.cbd.ae,AE,ARE,UNITED ARAB EMIRATES
552719,MASTERCARD,CREDIT,PLATINUM,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
552745,MASTERCARD,CREDIT,PLATINUM,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,JO,JOR,JORDAN
552778,MASTERCARD,CREDIT,CORPORATE,MASHREQ BANK,+97143632250,http://www.mashreqbank.com,AE,ARE,UNITED ARAB EMIRATES
552785,MASTERCARD,CREDIT,CORPORATE,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,BH,BHR,BAHRAIN
552820,MASTERCARD,DEBIT,STANDARD,KUWAIT FINANCE HOUSE K.S.C.,+9651803333,http://www.kfh.com,KW,KWT,KUWAIT
552868,MASTERCARD,CREDIT,BUSINESS,AREEBA S.A.L,,,LB,LBN,LEBANON
552913,MASTERCARD,CREDIT,CORPORATE PURCHASING,HSBC BANK MIDDLE EAST,+974 4441 6663 A851+A851,http://www.hsbc.ae,QA,QAT,QATAR
552916,MASTERCARD,CREDIT,CORPORATE PURCHASING,HSBC BANK EGYPT,+20235359700,http://www.hsbc.com.eg,EG,EGY,EGYPT
552918,MASTERCARD,CREDIT,CORPORATE PURCHASING,"CITIBANK, N.A.",,https://www.citi.com,EG,EGY,EGYPT
552919,MASTERCARD,CREDIT,CORPORATE PURCHASING,"CITIBANK, N.A.",,https://www.citi.com,EG,EGY,EGYPT
552921,MASTERCARD,CREDIT,CORPORATE PURCHASING,"CITIBANK, N.A.",,https://www.citi.com,EG,EGY,EGYPT
552944,MASTERCARD,DEBIT,STANDARD,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,971 - 4 - 3589381,http://www.cibeg.com,EG,EGY,EGYPT
552953,MASTERCARD,CREDIT,BUSINESS,SAUDI BRITISH BANK,,http://www.sabb.com,SA,SAU,SAUDI ARABIA
553004,MASTERCARD,DEBIT,BUSINESS,ARAB PAYMENT SERVICES,,,IQ,IRQ,IRAQ
553070,MASTERCARD,DEBIT,PLATINUM,BANQUE MISR,+20223912150,http://www.banquemisr.com,EG,EGY,EGYPT
553080,MASTERCARD,DEBIT,WORLD,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
553112,MASTERCARD,DEBIT,PREPAID RELOADABLE,MPOWER (INTERNAL ONLY),,,SA,SAU,SAUDI ARABIA
553117,MASTERCARD,CREDIT,BUSINESS,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
553136,MASTERCARD,CREDIT,CORPORATE EXECUTIVE,BANK MUSCAT (SAOG),,,OM,OMN,OMAN
553400,MASTERCARD,CREDIT,CORPORATE,BANK MUSCAT (SAOG),,,OM,OMN,OMAN
553413,MASTERCARD,CREDIT,CORPORATE,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
553425,MASTERCARD,CREDIT,CORPORATE,CSCBANK SAL,,,LB,LBN,LEBANON
553428,MASTERCARD,CREDIT,STANDARD,"INTERNATIONAL CARD CO., LTD.",,http://www.kartee.com.jo,JO,JOR,JORDAN
553533,MASTERCARD,CREDIT,CORPORATE EXECUTIVE,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
553592,MASTERCARD,CREDIT,PLATINUM,BANQUE DU CAIRE,+20222648410,http://www.bdc.com.eg,EG,EGY,EGYPT
553593,MASTERCARD,CREDIT,CORPORATE,BANQUE DU CAIRE,+20222648410,http://www.bdc.com.eg,EG,EGY,EGYPT
553595,MASTERCARD,CREDIT,BUSINESS,AREEBA S.A.L,,,LB,LBN,LEBANON
553605,MASTERCARD,CREDIT,,"NATIONAL BANK OF DUBAI, LTD.",+971600540000,http://www.emiratesnbd.com,AE,ARE,UNITED ARAB EMIRATES
553750,MASTERCARD,CREDIT,PLATINUM,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
553767,MASTERCARD,DEBIT,PREPAID,NATIONAL BANK OF EGYPT,,http://www.nbe.com.eg,EG,EGY,EGYPT
553912,MASTERCARD,DEBIT,PREPAID BUSINESS,"MAX IT FINANCE, LTD.",,,IL,ISR,ISRAEL
553990,MASTERCARD,DEBIT,GOLD,NETWORK INTERNATIONAL LLC,,,AE,ARE,UNITED ARAB EMIRATES
554024,MASTERCARD,CREDIT,STANDARD,CAIRO AMMAN BANK PLC,,,JO,JOR,JORDAN
554134,MASTERCARD,DEBIT,WORLD,KUWAIT INTERNATIONAL BANK,+9651866866,http://www.kib.com.kw,KW,KWT,KUWAIT
554162,MASTERCARD,DEBIT,WORLD ELITE,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
554166,MASTERCARD,DEBIT,PLATINUM,ABU DHABI COMMERCIAL BANK,+97126962222,http://www.adcb.com,AE,ARE,UNITED ARAB EMIRATES
554180,MASTERCARD,DEBIT,WORLD ELITE,THE SAUDI NATIONAL BANK,,,SA,SAU,SAUDI ARABIA
554273,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,WARBA BANK K.S.C,,,KW,KWT,KUWAIT
554287,MASTERCARD,DEBIT,PREPAID PLATINUM TRAVEL,ARAB FINANCIAL SERVICES COMPANY B.S.C. (C),,,BH,BHR,BAHRAIN
554298,MASTERCARD,CREDIT,CORPORATE,HSBC BANK EGYPT,+20235359700,http://www.hsbc.com.eg,EG,EGY,EGYPT
554379,MASTERCARD,CREDIT,BUSINESS,HSBC BANK MIDDLE EAST,+97142241000,http://www.hsbc.ae,AE,ARE,UNITED ARAB EMIRATES
554448,MASTERCARD,CREDIT,WORLD FOR BUSINESS,CSCBANK SAL,,,LB,LBN,LEBANON
554449,MASTERCARD,CREDIT,GOLD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
554450,MASTERCARD,CREDIT,STANDARD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
554451,MASTERCARD,CREDIT,GOLD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
554485,MASTERCARD,CREDIT,GOLD,BLC BANK S.A.L.,+9614727222 / +9611387000,http://www.blcbank.com,LB,LBN,LEBANON
554491,MASTERCARD,CREDIT,PLATINUM,DEEM FINANCE L.L.C.,,,AE,ARE,UNITED ARAB EMIRATES
554503,MASTERCARD,DEBIT,PREPAID RELOADABLE,AHLI UNITED BANK,+9651802000,http://www.ahliunited.com.kw,KW,KWT,KUWAIT
554516,MASTERCARD,CREDIT,STANDARD,BLC BANK S.A.L.,+9614727222 / +9611387000,http://www.blcbank.com,LB,LBN,LEBANON
554558,MASTERCARD,CREDIT,TITANIUM,CAIRO AMMAN BANK PLC,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
554559,MASTERCARD,CREDIT,STANDARD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
554560,MASTERCARD,DEBIT,PREPAID,FRANSABANK SAL,,,LB,LBN,LEBANON
554575,MASTERCARD,CREDIT,PLATINUM,AL-RAJHI BANKING AND INVESTMENT CORPORATION,,,SA,SAU,SAUDI ARABIA
554576,MASTERCARD,CREDIT,WORLD,"CITIBANK, N.A.",,https://www.citi.com,AE,ARE,UNITED ARAB EMIRATES
554600,MASTERCARD,CREDIT,GOLD,CREDIT LIBANAIS S.A.L.,+9611900111,http://www.creditlibanais.com.lb,LB,LBN,LEBANON
554604,MASTERCARD,DEBIT,PREPAID RELOADABLE,"IRAQ ELECTRONIC GATE FOR FINANCIAL SERVICES CO, LTD.",,,IQ,IRQ,IRAQ
554605,MASTERCARD,CREDIT,GOLD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
554647,MASTERCARD,DEBIT,PREPAID RELOADABLE,MIDDLE EAST PAYMENT SERVICES LIMITED CO.,,,IQ,IRQ,IRAQ
554649,MASTERCARD,CREDIT,WORLD FOR BUSINESS,CREDIT CARD SERVICES JORDAN,,,JO,JOR,JORDAN
554682,MASTERCARD,DEBIT,PREPAID,CAIRO AMMAN BANK PLC,,,JO,JOR,JORDAN
554688,MASTERCARD,CREDIT,,BLOM BANK S.A.L.,(961-1) 738938 - 743300 OR (961-1) 372780 - 370830 - 373102,http://www.blom.com.lb,LB,LBN,LEBANON
554740,MASTERCARD,CREDIT,GOLD,NATIONAL BANK OF RAS AL-KHAIMAH (RAKBANK),,,AE,ARE,UNITED ARAB EMIRATES
554757,MASTERCARD,CREDIT,STANDARD,CSCBANK S.A.L.,+9611871245,http://www.ccm.com.lb,LB,LBN,LEBANON
554907,MASTERCARD,CREDIT,,,,,AE,ARE,UNITED ARAB EMIRATES
554928,MASTERCARD,CREDIT,PLATINUM,AREEBA S.A.L,,,LB,LBN,LEBANON
554968,MASTERCARD,CREDIT,WORLD ELITE,THE NATIONAL BANK PLC,,,PS,PSE,"PALESTINIAN TERRITORY, OCCUPIED"
554969,MASTERCARD,CREDIT,GOLD,AL BARAKA ISLAMIC BANK B.S.C. (CLOSED),,,BH,BHR,BAHRAIN
555004,MASTERCARD,CREDIT,CORPORATE,HSBC BANK MIDDLE EAST,+97317569999,http://www.hsbc.ae,BH,BHR,BAHRAIN
555007,MASTERCARD,CREDIT,CORPORATE,HSBC BANK MIDDLE EAST,+97317569999,http://www.hsbc.ae,BH,BHR,BAHRAIN
